fault_type,priority,distance_km,hour_of_day,is_weekend,historical_fault_count,resolution_minutes
YAZILIM,DUSUK,4.89,2,0,0,65.8
YAZILIM,YUKSEK,0.47,23,0,1,65.5
DONANIM,DUSUK,0.6,10,0,0,159.6
GUC_KESINTISI,ORTA,2.87,13,0,1,145.4
DONANIM,ORTA,20.22,8,0,1,162.1
ISINMA,YUKSEK,1.96,19,0,1,63.9
BAGLANTI,KRITIK,6.65,22,1,1,56.2
GUC_KESINTISI,KRITIK,2.07,18,0,1,118.6
BELIRSIZ,DUSUK,0.99,3,0,0,122.2
ISINMA,ORTA,7.43,19,1,0,84.4
DONANIM,KRITIK,3.76,21,0,1,152.8
YAZILIM,ORTA,0.41,13,1,0,47.4
BELIRSIZ,ORTA,0.79,7,0,2,72.4
BAGLANTI,YUKSEK,2.09,20,0,1,82.5
ISINMA,KRITIK,5.42,13,0,1,86.3
ISINMA,YUKSEK,10.63,5,0,0,69.3
GUC_KESINTISI,KRITIK,5.86,3,0,1,177.0
DONANIM,KRITIK,19.22,6,0,0,174.5
BELIRSIZ,YUKSEK,4.03,16,1,1,196.4
BAGLANTI,ORTA,25.18,8,1,1,107.0
ISINMA,ORTA,0.66,13,0,1,82.2
ISINMA,YUKSEK,8.7,5,1,2,136.3
YAZILIM,DUSUK,11.84,7,1,1,100.2
ISINMA,ORTA,7.39,18,1,0,136.8
BAGLANTI,DUSUK,18.86,13,0,0,99.0
GUC_KESINTISI,ORTA,4.7,5,1,2,230.8
DONANIM,ORTA,3.33,16,0,4,334.5
ISINMA,DUSUK,4.53,17,1,2,107.1
ISINMA,ORTA,36.69,19,1,2,109.4
BELIRSIZ,DUSUK,6.86,1,0,0,209.1
BAGLANTI,ORTA,4.74,3,0,0,57.5
DONANIM,DUSUK,8.13,22,1,2,269.1
ISINMA,ORTA,11.21,20,1,3,102.7
YAZILIM,DUSUK,19.02,6,0,3,147.7
BAGLANTI,YUKSEK,32.95,23,0,0,36.8
ISINMA,KRITIK,7.42,4,0,0,102.9
GUC_KESINTISI,YUKSEK,12.24,16,0,0,125.7
DONANIM,KRITIK,7.56,0,1,2,313.9
BAGLANTI,KRITIK,10.05,22,0,1,93.4
BELIRSIZ,ORTA,7.26,23,0,1,240.7
BAGLANTI,KRITIK,30.38,4,1,0,68.3
DONANIM,YUKSEK,6.0,2,0,1,245.8
BAGLANTI,ORTA,8.62,10,0,1,88.2
BAGLANTI,KRITIK,0.58,21,0,3,52.6
BELIRSIZ,ORTA,18.35,1,0,1,198.7
BELIRSIZ,ORTA,30.13,8,0,0,132.5
GUC_KESINTISI,ORTA,4.69,5,0,1,100.2
BELIRSIZ,ORTA,14.34,12,0,1,82.6
YAZILIM,YUKSEK,5.9,17,0,0,73.9
DONANIM,ORTA,0.91,3,0,1,151.1
YAZILIM,ORTA,6.24,7,1,2,20
BELIRSIZ,YUKSEK,0.65,14,0,2,84.6
ISINMA,ORTA,6.72,19,0,0,80.9
ISINMA,KRITIK,42.1,0,0,1,151.4
ISINMA,KRITIK,6.25,13,0,1,75.4
GUC_KESINTISI,KRITIK,18.13,14,0,1,147.5
YAZILIM,DUSUK,22.83,23,0,0,100.9
BELIRSIZ,ORTA,10.53,3,0,1,85.5
BELIRSIZ,DUSUK,1.68,0,0,0,125.7
BELIRSIZ,DUSUK,1.66,10,0,0,128.6
ISINMA,ORTA,1.51,9,0,1,172.9
ISINMA,YUKSEK,13.03,2,1,1,159.5
DONANIM,YUKSEK,2.54,7,0,1,215.8
BELIRSIZ,YUKSEK,13.43,10,0,0,125.4
GUC_KESINTISI,ORTA,0.98,1,0,0,131.9
DONANIM,DUSUK,0.3,20,0,2,223.5
ISINMA,YUKSEK,6.84,11,0,1,122.3
YAZILIM,YUKSEK,10.52,2,0,2,66.6
BELIRSIZ,ORTA,3.39,15,0,3,161.5
DONANIM,YUKSEK,4.77,10,1,1,271.0
BELIRSIZ,ORTA,10.0,21,0,0,147.5
GUC_KESINTISI,KRITIK,5.97,17,0,3,76.8
YAZILIM,ORTA,1.0,4,1,3,97.4
BELIRSIZ,ORTA,5.74,18,0,1,77.3
BAGLANTI,DUSUK,13.08,1,0,0,76.8
YAZILIM,DUSUK,21.86,7,0,0,23.3
BAGLANTI,ORTA,1.71,20,0,1,81.9
ISINMA,YUKSEK,14.62,3,1,2,187.1
YAZILIM,DUSUK,2.59,12,0,0,72.9
GUC_KESINTISI,KRITIK,13.86,22,1,1,144.9
BAGLANTI,ORTA,12.81,20,0,0,65.1
GUC_KESINTISI,ORTA,4.03,19,0,1,175.8
BELIRSIZ,YUKSEK,27.71,20,0,2,216.8
DONANIM,KRITIK,14.48,19,0,1,187.4
GUC_KESINTISI,YUKSEK,8.53,12,1,2,75.5
GUC_KESINTISI,KRITIK,15.99,2,1,1,178.4
DONANIM,ORTA,14.36,11,0,0,126.4
ISINMA,ORTA,6.5,9,0,1,96.8
DONANIM,ORTA,1.08,12,1,0,194.5
ISINMA,DUSUK,9.48,3,0,5,163.7
BAGLANTI,YUKSEK,0.47,11,0,2,81.6
BAGLANTI,KRITIK,5.95,9,0,1,94.2
BELIRSIZ,ORTA,6.16,4,0,1,213.3
BELIRSIZ,KRITIK,1.64,23,1,0,165.3
GUC_KESINTISI,KRITIK,2.41,20,0,1,188.5
YAZILIM,ORTA,4.98,0,0,1,88.8
DONANIM,ORTA,11.33,19,0,0,219.3
BELIRSIZ,ORTA,0.3,8,1,1,223.0
ISINMA,YUKSEK,10.84,18,1,3,148.6
ISINMA,YUKSEK,12.64,2,0,1,132.4
YAZILIM,ORTA,5.28,23,0,0,62.6
YAZILIM,ORTA,6.25,7,0,1,38.3
YAZILIM,KRITIK,7.32,9,1,0,54.3
YAZILIM,YUKSEK,13.6,20,0,2,75.3
ISINMA,KRITIK,11.04,13,0,0,84.1
ISINMA,ORTA,4.37,5,0,1,133.0
BAGLANTI,DUSUK,17.79,9,0,1,45.6
GUC_KESINTISI,KRITIK,12.67,12,0,0,113.9
BAGLANTI,ORTA,4.65,5,0,1,74.6
GUC_KESINTISI,YUKSEK,6.32,9,0,0,150.7
DONANIM,ORTA,10.83,10,0,2,106.8
BELIRSIZ,ORTA,16.87,18,0,1,127.0
YAZILIM,YUKSEK,1.04,23,0,1,69.9
ISINMA,ORTA,26.23,0,1,0,141.0
BELIRSIZ,ORTA,3.94,16,1,0,109.5
YAZILIM,YUKSEK,9.37,3,1,0,84.8
BAGLANTI,YUKSEK,0.37,4,0,2,36.3
BELIRSIZ,ORTA,19.64,3,1,1,108.2
BELIRSIZ,ORTA,45.0,23,0,0,122.8
DONANIM,ORTA,43.17,16,0,1,188.3
DONANIM,KRITIK,0.3,15,0,1,183.6
BAGLANTI,YUKSEK,37.52,11,1,1,113.1
BELIRSIZ,ORTA,7.14,1,0,0,264.0
BAGLANTI,DUSUK,2.38,21,0,2,131.5
DONANIM,YUKSEK,11.16,2,0,2,220.2
DONANIM,YUKSEK,1.37,18,1,0,136.7
GUC_KESINTISI,YUKSEK,10.95,12,0,2,93.4
YAZILIM,ORTA,0.3,5,0,0,64.4
YAZILIM,DUSUK,3.58,16,1,0,91.8
BELIRSIZ,ORTA,1.5,11,1,0,166.5
GUC_KESINTISI,ORTA,6.34,21,0,1,127.9
ISINMA,ORTA,28.28,2,0,3,103.4
YAZILIM,DUSUK,6.44,12,0,3,63.4
YAZILIM,ORTA,2.53,23,0,1,60.2
ISINMA,ORTA,0.75,6,0,0,37.5
ISINMA,KRITIK,5.01,16,0,2,96.4
BELIRSIZ,DUSUK,10.16,16,0,0,168.4
BELIRSIZ,YUKSEK,5.11,23,0,2,127.4
BELIRSIZ,DUSUK,9.7,7,0,1,119.8
ISINMA,YUKSEK,10.25,1,1,1,104.3
YAZILIM,DUSUK,7.14,15,0,0,77.9
YAZILIM,ORTA,1.68,22,0,2,32.8
YAZILIM,ORTA,2.79,11,0,1,79.2
BELIRSIZ,YUKSEK,4.67,5,0,0,136.5
GUC_KESINTISI,KRITIK,13.33,1,1,0,230.6
BELIRSIZ,ORTA,14.46,22,1,1,173.1
GUC_KESINTISI,ORTA,13.56,21,0,2,104.5
BELIRSIZ,ORTA,6.03,21,0,5,311.9
BAGLANTI,ORTA,1.28,17,0,0,75.5
DONANIM,YUKSEK,4.64,2,0,0,224.0
DONANIM,YUKSEK,6.71,22,0,1,212.3
GUC_KESINTISI,YUKSEK,23.96,6,0,0,110.8
BELIRSIZ,ORTA,6.09,7,0,0,124.3
YAZILIM,YUKSEK,5.26,14,0,0,57.6
BELIRSIZ,YUKSEK,5.48,4,0,1,100.0
BELIRSIZ,DUSUK,9.77,1,0,6,103.4
GUC_KESINTISI,KRITIK,0.87,15,0,0,89.9
YAZILIM,DUSUK,2.79,17,0,2,51.3
GUC_KESINTISI,YUKSEK,0.4,9,0,1,145.9
GUC_KESINTISI,KRITIK,16.52,12,0,2,167.0
ISINMA,ORTA,3.97,16,0,0,124.0
YAZILIM,KRITIK,11.67,22,0,0,20
GUC_KESINTISI,ORTA,4.96,5,0,1,172.9
DONANIM,ORTA,5.5,8,0,0,136.9
ISINMA,ORTA,13.64,13,1,1,127.2
ISINMA,KRITIK,4.96,3,0,1,112.0
DONANIM,YUKSEK,16.95,22,0,0,153.5
BELIRSIZ,YUKSEK,24.29,9,0,3,173.6
BELIRSIZ,ORTA,4.63,2,1,1,97.7
BAGLANTI,DUSUK,2.42,22,0,1,92.3
DONANIM,DUSUK,0.89,12,0,0,147.5
GUC_KESINTISI,DUSUK,3.04,16,0,0,121.1
ISINMA,ORTA,11.08,1,0,1,162.1
GUC_KESINTISI,KRITIK,7.33,15,0,1,144.9
BAGLANTI,KRITIK,0.3,13,0,0,45.2
YAZILIM,DUSUK,13.19,14,0,0,100.8
BELIRSIZ,DUSUK,1.77,17,0,1,142.2
DONANIM,ORTA,2.13,6,0,1,224.7
DONANIM,YUKSEK,5.63,8,0,0,177.4
BELIRSIZ,ORTA,6.0,22,0,3,140.1
BELIRSIZ,ORTA,0.67,14,0,1,128.2
DONANIM,YUKSEK,4.88,7,0,1,193.1
DONANIM,ORTA,6.52,23,1,1,250.2
YAZILIM,ORTA,0.69,1,1,1,70.5
ISINMA,ORTA,45.0,10,0,0,139.0
YAZILIM,ORTA,1.79,23,0,0,57.0
YAZILIM,ORTA,0.51,5,0,0,57.0
BAGLANTI,KRITIK,20.5,5,0,2,72.7
ISINMA,ORTA,6.15,14,0,3,132.8
ISINMA,YUKSEK,3.36,21,1,0,120.3
BAGLANTI,DUSUK,5.58,4,0,0,157.3
BELIRSIZ,ORTA,0.3,0,1,4,183.0
BELIRSIZ,YUKSEK,3.26,13,1,4,161.0
DONANIM,DUSUK,10.45,18,0,3,209.3
ISINMA,YUKSEK,30.64,19,0,0,67.9
YAZILIM,DUSUK,21.27,22,1,2,72.0
YAZILIM,KRITIK,18.1,0,0,1,52.0
BAGLANTI,YUKSEK,0.3,20,0,1,96.3
DONANIM,YUKSEK,0.3,5,0,1,202.1
ISINMA,ORTA,0.3,21,0,1,114.7
DONANIM,ORTA,1.39,4,1,3,222.9
DONANIM,YUKSEK,4.68,5,0,0,201.3
BAGLANTI,YUKSEK,8.03,4,0,1,116.6
YAZILIM,DUSUK,15.24,16,0,0,63.4
ISINMA,YUKSEK,4.68,11,0,0,82.5
GUC_KESINTISI,KRITIK,10.09,11,0,2,157.1
GUC_KESINTISI,YUKSEK,3.42,2,1,1,194.2
GUC_KESINTISI,DUSUK,2.34,5,0,2,142.8
BELIRSIZ,ORTA,30.05,17,0,0,103.6
GUC_KESINTISI,YUKSEK,13.07,8,1,0,105.3
YAZILIM,DUSUK,12.31,12,1,2,57.3
BELIRSIZ,YUKSEK,6.71,19,1,1,104.3
BELIRSIZ,ORTA,10.38,10,0,4,157.2
GUC_KESINTISI,KRITIK,0.4,21,0,0,45.1
BELIRSIZ,ORTA,17.59,10,1,1,226.3
ISINMA,YUKSEK,1.61,7,0,0,47.3
BAGLANTI,DUSUK,0.51,21,1,0,66.6
ISINMA,KRITIK,1.69,18,0,1,82.4
BAGLANTI,YUKSEK,23.49,2,0,1,79.1
DONANIM,ORTA,2.43,1,0,1,204.9
ISINMA,ORTA,4.23,10,0,0,89.1
BAGLANTI,YUKSEK,7.01,5,0,0,79.1
ISINMA,KRITIK,11.14,21,0,1,125.2
BAGLANTI,ORTA,8.99,20,0,2,53.0
GUC_KESINTISI,YUKSEK,0.3,20,0,1,150.1
BAGLANTI,YUKSEK,15.87,0,1,1,89.4
BAGLANTI,YUKSEK,1.22,4,0,0,52.4
BAGLANTI,ORTA,6.37,6,0,0,154.5
ISINMA,DUSUK,5.27,2,0,0,158.0
GUC_KESINTISI,ORTA,18.79,13,0,1,80.3
GUC_KESINTISI,ORTA,3.77,5,0,1,106.0
GUC_KESINTISI,ORTA,1.56,6,0,0,164.6
GUC_KESINTISI,YUKSEK,8.56,21,0,2,194.8
DONANIM,DUSUK,1.67,6,1,3,226.2
YAZILIM,DUSUK,0.3,16,0,1,42.6
GUC_KESINTISI,YUKSEK,3.37,21,0,2,147.1
GUC_KESINTISI,ORTA,7.11,10,0,1,164.8
BELIRSIZ,ORTA,0.58,14,1,2,108.2
BAGLANTI,KRITIK,12.25,4,0,0,63.9
BELIRSIZ,KRITIK,10.3,22,1,0,89.6
ISINMA,YUKSEK,15.65,10,1,2,121.0
YAZILIM,ORTA,11.33,13,0,2,44.6
BELIRSIZ,ORTA,2.48,7,0,1,114.3
ISINMA,DUSUK,0.68,15,0,0,178.0
BAGLANTI,DUSUK,11.03,13,0,1,101.7
ISINMA,DUSUK,9.04,3,0,2,99.2
YAZILIM,ORTA,2.68,8,1,2,71.0
GUC_KESINTISI,KRITIK,2.2,5,1,6,150.2
BELIRSIZ,ORTA,4.37,19,0,1,156.3
ISINMA,ORTA,2.3,17,0,1,105.8
ISINMA,ORTA,21.49,15,0,2,114.8
GUC_KESINTISI,ORTA,4.28,10,0,1,183.3
ISINMA,YUKSEK,11.27,10,0,2,115.0
DONANIM,ORTA,8.31,19,0,0,90.6
ISINMA,ORTA,5.46,13,0,0,89.9
BELIRSIZ,ORTA,17.5,3,0,0,248.4
DONANIM,ORTA,10.85,19,0,3,239.0
YAZILIM,DUSUK,6.92,22,1,1,119.6
YAZILIM,ORTA,1.15,22,0,1,58.1
YAZILIM,YUKSEK,2.52,19,1,0,122.4
ISINMA,KRITIK,13.1,6,0,0,63.9
YAZILIM,ORTA,0.89,2,0,1,58.4
YAZILIM,ORTA,16.44,7,0,1,47.8
ISINMA,ORTA,1.34,15,0,1,117.8
GUC_KESINTISI,ORTA,2.84,6,0,4,249.1
YAZILIM,DUSUK,1.24,1,1,1,103.0
YAZILIM,DUSUK,23.47,23,0,1,49.3
ISINMA,YUKSEK,3.11,18,0,1,102.4
DONANIM,ORTA,5.4,21,0,3,192.8
GUC_KESINTISI,ORTA,1.76,2,1,1,105.3
GUC_KESINTISI,YUKSEK,40.98,4,1,1,147.7
BELIRSIZ,DUSUK,6.09,0,0,1,141.8
DONANIM,ORTA,3.26,2,0,0,283.5
DONANIM,ORTA,6.63,10,1,1,167.1
DONANIM,YUKSEK,2.67,19,0,0,180.4
BAGLANTI,YUKSEK,6.26,22,1,0,109.8
BELIRSIZ,ORTA,3.6,22,0,0,107.5
ISINMA,YUKSEK,3.54,16,0,0,34.7
ISINMA,YUKSEK,2.86,23,0,3,238.4
BAGLANTI,YUKSEK,5.34,6,0,1,71.7
BELIRSIZ,ORTA,20.45,14,0,2,140.5
BAGLANTI,KRITIK,4.1,7,0,0,68.6
BELIRSIZ,YUKSEK,5.62,10,0,3,209.4
BAGLANTI,ORTA,17.15,22,1,1,45.9
BELIRSIZ,ORTA,5.45,9,0,2,96.8
BAGLANTI,KRITIK,6.03,13,0,1,44.4
DONANIM,ORTA,1.75,21,0,1,167.9
ISINMA,ORTA,5.99,15,0,2,124.1
GUC_KESINTISI,ORTA,16.78,11,0,1,136.2
BAGLANTI,ORTA,2.66,20,0,1,48.3
ISINMA,YUKSEK,4.56,13,1,1,171.3
BAGLANTI,DUSUK,5.1,1,0,1,156.3
BAGLANTI,YUKSEK,8.8,4,0,0,166.5
ISINMA,KRITIK,0.47,14,0,1,88.9
YAZILIM,YUKSEK,3.86,14,0,0,59.6
GUC_KESINTISI,YUKSEK,20.1,7,0,1,137.9
ISINMA,YUKSEK,3.42,7,0,1,84.3
GUC_KESINTISI,ORTA,1.61,6,1,8,256.0
BAGLANTI,YUKSEK,22.05,17,0,1,62.0
GUC_KESINTISI,YUKSEK,22.63,19,0,2,82.9
GUC_KESINTISI,ORTA,12.42,4,0,0,45.6
BAGLANTI,ORTA,15.39,1,1,0,185.7
BAGLANTI,KRITIK,3.14,8,1,0,53.0
BAGLANTI,YUKSEK,7.52,10,0,1,52.0
BAGLANTI,KRITIK,12.58,13,1,2,33.5
BAGLANTI,ORTA,7.62,20,0,3,156.7
BELIRSIZ,ORTA,6.1,5,0,6,127.1
ISINMA,KRITIK,30.5,3,1,4,179.0
BAGLANTI,DUSUK,5.13,1,1,0,199.9
BAGLANTI,YUKSEK,5.12,22,0,2,92.9
GUC_KESINTISI,YUKSEK,4.17,0,0,1,172.9
BELIRSIZ,DUSUK,0.92,12,0,2,175.5
GUC_KESINTISI,KRITIK,11.82,23,0,0,146.0
GUC_KESINTISI,YUKSEK,7.21,5,1,0,124.5
ISINMA,YUKSEK,13.38,20,0,1,91.6
BELIRSIZ,ORTA,0.93,12,0,2,105.8
YAZILIM,ORTA,10.97,19,0,0,20
DONANIM,YUKSEK,9.23,15,0,1,90.8
GUC_KESINTISI,YUKSEK,7.31,19,0,1,111.5
BAGLANTI,KRITIK,5.17,4,0,2,56.2
BELIRSIZ,DUSUK,1.61,17,0,2,211.3
BELIRSIZ,YUKSEK,2.9,0,1,0,275.2
ISINMA,DUSUK,16.62,3,1,1,251.6
DONANIM,YUKSEK,0.81,21,0,2,207.0
YAZILIM,DUSUK,7.01,10,0,3,141.5
BELIRSIZ,ORTA,18.15,13,0,1,154.4
ISINMA,DUSUK,18.07,15,0,2,217.5
BAGLANTI,DUSUK,0.3,13,1,0,154.4
ISINMA,YUKSEK,14.64,11,1,0,39.1
DONANIM,YUKSEK,0.3,5,0,0,250.4
BAGLANTI,KRITIK,0.71,16,1,0,35.0
BAGLANTI,YUKSEK,9.74,16,1,1,73.0
YAZILIM,YUKSEK,0.3,23,0,1,54.1
DONANIM,ORTA,17.18,7,0,1,203.2
YAZILIM,ORTA,0.68,14,0,1,86.5
BAGLANTI,KRITIK,2.25,12,0,0,42.0
DONANIM,YUKSEK,11.83,17,0,2,152.4
DONANIM,YUKSEK,6.81,4,0,0,113.7
BAGLANTI,ORTA,9.76,23,0,1,51.8
ISINMA,KRITIK,0.3,8,1,5,173.1
GUC_KESINTISI,KRITIK,6.7,9,0,2,126.4
YAZILIM,DUSUK,3.74,12,1,1,68.7
BAGLANTI,DUSUK,17.58,15,0,2,115.4
DONANIM,ORTA,4.8,0,0,1,202.2
BELIRSIZ,DUSUK,19.42,13,0,0,277.1
BAGLANTI,KRITIK,18.03,4,1,1,113.3
GUC_KESINTISI,YUKSEK,8.05,14,1,0,58.3
GUC_KESINTISI,KRITIK,19.05,14,1,4,123.9
GUC_KESINTISI,YUKSEK,11.59,17,0,1,99.5
DONANIM,YUKSEK,26.55,23,0,0,133.8
YAZILIM,DUSUK,8.54,5,1,0,106.5
BELIRSIZ,ORTA,1.85,17,0,1,128.4
YAZILIM,DUSUK,8.49,10,0,0,35.6
BAGLANTI,YUKSEK,14.84,3,0,4,137.2
ISINMA,YUKSEK,7.44,20,1,1,120.5
BELIRSIZ,ORTA,18.54,1,1,1,163.8
BELIRSIZ,DUSUK,14.37,2,0,2,217.8
BAGLANTI,YUKSEK,1.51,10,0,2,91.7
DONANIM,KRITIK,21.07,22,0,1,214.7
DONANIM,DUSUK,0.3,19,0,0,144.3
YAZILIM,YUKSEK,1.56,14,1,0,84.0
BAGLANTI,YUKSEK,11.92,12,0,1,65.4
YAZILIM,DUSUK,1.4,19,1,2,84.2
DONANIM,ORTA,2.71,11,0,0,179.3
BELIRSIZ,ORTA,2.73,0,0,0,211.6
ISINMA,KRITIK,8.48,6,0,0,70.8
GUC_KESINTISI,ORTA,0.85,17,0,2,69.6
DONANIM,YUKSEK,13.45,12,0,1,190.1
YAZILIM,ORTA,4.24,13,0,1,68.0
BELIRSIZ,YUKSEK,1.21,21,1,2,118.0
YAZILIM,ORTA,0.55,3,0,0,77.1
GUC_KESINTISI,KRITIK,13.95,9,0,8,131.4
BELIRSIZ,ORTA,10.67,1,0,1,175.7
BAGLANTI,KRITIK,1.91,15,0,1,55.9
ISINMA,YUKSEK,0.3,14,0,5,90.6
BELIRSIZ,KRITIK,7.52,22,0,2,213.1
ISINMA,KRITIK,5.08,5,0,2,184.9
BAGLANTI,ORTA,22.44,6,1,2,60.6
YAZILIM,DUSUK,10.67,10,1,0,66.0
ISINMA,DUSUK,11.94,15,0,3,96.3
BAGLANTI,ORTA,0.95,5,0,0,62.2
BELIRSIZ,ORTA,4.4,9,1,1,88.6
ISINMA,ORTA,3.42,21,0,1,103.7
ISINMA,ORTA,2.81,7,0,0,133.4
GUC_KESINTISI,KRITIK,4.15,11,0,1,49.5
BAGLANTI,YUKSEK,7.04,21,0,0,66.3
DONANIM,YUKSEK,6.07,11,0,0,97.8
BELIRSIZ,ORTA,2.53,18,0,2,271.7
BELIRSIZ,ORTA,7.55,15,0,1,254.4
ISINMA,DUSUK,8.57,6,0,0,124.5
BELIRSIZ,ORTA,6.15,22,0,2,216.5
BAGLANTI,ORTA,15.65,2,0,1,117.8
BELIRSIZ,DUSUK,2.39,5,0,0,128.0
BAGLANTI,ORTA,7.43,20,0,1,127.0
