signal_strength,packet_loss,temperature,power_status,historical_fault_count,temperature_trend,signal_delta,packet_loss_ma,fault_type
-78.93,2.1,68.84,NORMAL,1,3.56,-1.63,1.04,ISINMA
-84.26,0,42.91,NORMAL,3,-0.7,-6.5,0,YAZILIM
-102.81,31.95,32.94,NORMAL,2,0.29,-14.68,31.75,BAGLANTI
-93.71,12.89,56.73,NORMAL,1,5.08,-3.89,9.66,DONANIM
-100.36,20.35,38.17,UNSTABLE,2,1.46,-12.29,31.68,GUC_KESINTISI
-97.36,31.18,38.42,OUTAGE,1,1.84,-8.87,18.87,GUC_KESINTISI
-83.86,1.41,37.55,NORMAL,1,0.32,0.72,1.22,NORMAL
-88.53,12.33,65.75,NORMAL,0,1.67,-8.37,9.94,DONANIM
-81.5,0,79.77,NORMAL,2,3.09,-4.94,8.85,ISINMA
-101.4,0.64,32.63,OUTAGE,0,-0.96,-12.45,37.26,GUC_KESINTISI
-99.91,25.24,34.05,NORMAL,0,0.13,-10.55,26.35,BAGLANTI
-93.11,1.65,30.4,NORMAL,0,0.59,-2.38,1.46,NORMAL
-101.23,47.89,29.99,UNSTABLE,0,1.74,-21.93,52.29,GUC_KESINTISI
-75.75,2.69,67.33,NORMAL,1,4.77,-0.5,0.15,ISINMA
-93.22,29.47,36.68,OUTAGE,1,0.63,-15.82,35.89,GUC_KESINTISI
-82.13,1.91,81.31,NORMAL,3,2.3,-1.07,7.55,ISINMA
-100.04,29.35,30.07,NORMAL,1,0.24,-11.45,28.5,BAGLANTI
-109.1,29.87,36.95,NORMAL,2,0.63,-10.24,31.06,BAGLANTI
-105.25,22.06,67.98,NORMAL,1,2.36,-8.61,26.8,DONANIM
-98.16,17.02,46.19,OUTAGE,0,2.12,-12.02,46.7,GUC_KESINTISI
-74.17,7.6,25.95,NORMAL,1,0.22,-1.06,10.2,YAZILIM
-99.52,29.0,34.4,NORMAL,2,-0.09,-7.87,31.82,BAGLANTI
-82.14,9.05,40.35,NORMAL,2,-1.08,-3.53,12.96,YAZILIM
-67.54,5.69,35.35,NORMAL,2,-1.2,-3.65,9.07,YAZILIM
-90.02,0.48,34.39,NORMAL,0,-0.54,1.24,0.73,NORMAL
-89.17,21.74,45.52,UNSTABLE,0,-0.51,-20.98,55.59,GUC_KESINTISI
-100.44,21.21,55.85,NORMAL,2,4.0,1.47,21.11,DONANIM
-85.23,9.42,71.7,NORMAL,3,2.98,-1.46,6.58,ISINMA
-99.75,39.85,46.57,NORMAL,1,0.22,-12.12,37.27,BAGLANTI
-92.95,1.23,33.73,NORMAL,0,0.46,0.29,1.56,NORMAL
-82.23,0,37.92,NORMAL,0,0.01,0.45,0.74,YAZILIM
-99.87,15.07,62.04,NORMAL,1,3.83,-7.99,15.22,DONANIM
-105.23,1.16,36.48,NORMAL,1,0.4,-0.29,1.57,NORMAL
-106.91,30.96,32.33,NORMAL,0,0.23,-6.6,30.39,BAGLANTI
-96.95,0,30.64,NORMAL,1,-1.16,0.05,1.93,YAZILIM
-59.99,8.77,30.51,NORMAL,4,-0.17,-6.38,7.63,YAZILIM
-95.32,30.02,48.43,UNSTABLE,1,-0.11,-11.0,12.6,GUC_KESINTISI
-87.65,4.76,68.25,NORMAL,3,2.59,-2.54,7.26,ISINMA
-72.85,3.39,42.3,NORMAL,2,0.1,-2.06,1.51,YAZILIM
-91.42,26.15,80.95,NORMAL,2,0.12,-18.96,19.89,DONANIM
-78.04,8.44,77.88,NORMAL,2,4.48,-2.8,8.37,ISINMA
-53.45,2.57,36.69,NORMAL,1,-1.88,2.75,1.77,YAZILIM
-87.32,28.97,79.71,NORMAL,2,2.51,-11.3,27.47,DONANIM
-109.52,3.23,23.65,UNSTABLE,0,1.72,-19.69,33.01,GUC_KESINTISI
-81.33,2.29,66.54,NORMAL,2,3.44,-2.17,8.59,ISINMA
-69.38,4.15,81.98,NORMAL,0,3.06,-2.29,7.17,ISINMA
-108.16,27.77,45.62,OUTAGE,0,1.11,-14.26,0,GUC_KESINTISI
-88.61,11.95,42.39,NORMAL,1,-2.59,3.52,14.89,YAZILIM
-100.18,19.28,35.15,UNSTABLE,1,0.16,-18.65,43.79,GUC_KESINTISI
-77.2,14.05,35.59,NORMAL,2,-2.59,-1.36,8.26,YAZILIM
-87.53,41.3,31.94,UNSTABLE,2,1.76,-11.02,18.97,GUC_KESINTISI
-98.77,24.55,32.76,NORMAL,1,0.43,-6.65,29.0,BAGLANTI
-102.2,23.21,60.73,NORMAL,2,2.27,-10.64,21.31,DONANIM
-84.35,72.75,36.45,OUTAGE,0,0.66,-14.61,23.49,GUC_KESINTISI
-89.35,8.98,83.4,NORMAL,1,3.89,-3.55,3.05,ISINMA
-91.02,17.18,36.4,OUTAGE,1,-0.6,-21.04,37.78,GUC_KESINTISI
-87.22,4.67,69.17,NORMAL,2,5.57,-2.34,6.63,ISINMA
-110,43.61,32.27,OUTAGE,1,-0.22,-16.29,27.78,GUC_KESINTISI
-107.79,42.36,34.25,NORMAL,0,0.36,-16.92,41.18,BAGLANTI
-103.72,37.16,33.68,NORMAL,0,0.3,-4.98,36.39,BAGLANTI
-98.64,36.21,37.14,NORMAL,0,0.54,-18.67,35.14,BAGLANTI
-75.06,1.24,48.32,NORMAL,0,0.31,0.46,1.18,NORMAL
-87.02,0.9,40.11,NORMAL,0,-0.76,1.95,1.03,NORMAL
-91.73,34.94,33.86,NORMAL,1,0.12,-12.21,37.05,BAGLANTI
-64.0,0,34.12,NORMAL,3,1.98,-0.17,0,YAZILIM
-110,63.37,45.71,NORMAL,0,-0.68,-13.85,65.57,BAGLANTI
-74.03,5.3,70.28,NORMAL,2,3.04,0.41,3.43,ISINMA
-99.35,23.4,40.55,NORMAL,0,0.16,-8.76,24.68,BAGLANTI
-104.04,28.72,35.74,OUTAGE,0,-0.31,-15.85,6.79,GUC_KESINTISI
-89.94,9.6,47.2,OUTAGE,1,1.34,-11.48,40.46,GUC_KESINTISI
-72.66,0,42.11,NORMAL,3,-1.88,7.3,0,YAZILIM
-81.51,4.36,79.19,NORMAL,0,5.67,-4.77,3.88,ISINMA
-77.29,8.44,37.18,NORMAL,1,0.53,-1.97,7.18,YAZILIM
-76.64,0.69,38.44,NORMAL,0,0.3,0.82,2.78,NORMAL
-102.23,20.64,76.58,NORMAL,0,3.39,-2.68,21.17,DONANIM
-110,45.09,33.67,NORMAL,1,0.34,-1.67,45.69,BAGLANTI
-98.02,22.59,70.67,NORMAL,1,0.51,-6.85,30.11,DONANIM
-88.0,24.91,54.55,NORMAL,0,1.33,-4.5,25.47,DONANIM
-102.91,18.1,26.01,UNSTABLE,0,-0.31,-3.72,0,GUC_KESINTISI
-89.51,25.38,89.2,NORMAL,2,3.0,-9.01,23.15,DONANIM
-110,7.87,49.46,OUTAGE,1,0.37,-13.88,20.44,GUC_KESINTISI
-102.49,18.81,70.19,NORMAL,2,1.14,-12.76,17.4,DONANIM
-99.68,23.47,68.38,NORMAL,1,-0.26,-5.34,18.51,DONANIM
-98.77,9.7,39.95,UNSTABLE,1,1.24,-23.13,23.89,GUC_KESINTISI
-80.47,0.98,32.02,NORMAL,1,0.24,-0.87,1.1,NORMAL
-72.93,9.13,49.48,NORMAL,2,-2.48,3.71,10.22,YAZILIM
-100.31,34.61,27.48,NORMAL,1,-0.24,-13.65,38.31,BAGLANTI
-68.3,4.26,84.5,NORMAL,2,4.91,-3.49,3.45,ISINMA
-76.78,10.11,33.61,NORMAL,2,-0.93,-17.92,12.01,YAZILIM
-68.61,4.96,35.36,NORMAL,2,0.04,-9.65,11.11,YAZILIM
-98.78,4.93,77.6,NORMAL,2,1.78,-8.0,6.41,ISINMA
-83.06,2.2,80.09,NORMAL,2,5.44,-0.93,4.74,ISINMA
-101.03,45.36,37.14,UNSTABLE,0,0.52,-16.85,65.33,GUC_KESINTISI
-77.16,2.97,34.61,NORMAL,3,-0.85,-3.47,1.92,YAZILIM
-107.9,42.32,36.37,NORMAL,2,-0.13,-13.93,39.61,BAGLANTI
-103.86,23.99,34.66,OUTAGE,1,0.58,-18.49,4.24,GUC_KESINTISI
-80.81,0.69,30.32,NORMAL,1,-1.07,0.85,0.83,NORMAL
-76.34,1.0,36.96,NORMAL,0,-0.59,-1.46,1.25,NORMAL
-92.51,28.52,42.29,OUTAGE,1,-1.02,-19.67,18.88,GUC_KESINTISI
-55,0.18,34.91,NORMAL,0,0.58,1.23,0.4,NORMAL
-101.56,20.07,63.07,NORMAL,2,3.63,-17.8,19.41,DONANIM
-95.71,37.89,31.19,NORMAL,1,0.38,-13.82,38.83,BAGLANTI
-82.8,1.58,81.0,NORMAL,1,3.94,-3.68,8.78,ISINMA
-94.1,30.5,38.21,NORMAL,1,-0.16,-16.66,30.22,BAGLANTI
-92.72,22.25,43.19,NORMAL,2,-0.13,-7.21,23.86,BAGLANTI
-63.84,3.3,36.58,NORMAL,2,-0.7,-7.28,2.58,YAZILIM
-86.32,10.25,43.28,NORMAL,1,-1.12,6.74,7.3,YAZILIM
-92.8,24.96,32.29,NORMAL,0,0.55,-10.09,24.1,BAGLANTI
-91.69,18.76,61.95,UNSTABLE,2,2.56,-10.75,26.69,DONANIM
-69.51,3.2,79.72,NORMAL,2,3.84,-1.31,1.9,ISINMA
-94.4,9.6,26.38,UNSTABLE,0,-0.2,-17.38,23.73,GUC_KESINTISI
-66.82,6.18,34.73,NORMAL,2,-1.75,-1.7,8.57,YAZILIM
-102.2,12.24,51.92,OUTAGE,1,-0.02,-21.2,46.12,GUC_KESINTISI
-79.81,2.59,80.26,NORMAL,1,5.75,-5.33,10.39,ISINMA
-89.43,23.82,33.58,NORMAL,1,0.06,-15.54,19.4,BAGLANTI
-68.68,7.48,39.88,NORMAL,3,-1.35,-11.65,8.6,YAZILIM
-79.33,0.05,37.21,NORMAL,0,0.0,0.7,0.17,NORMAL
-83.05,7.51,83.32,NORMAL,1,2.32,0.59,2.28,ISINMA
-108.96,26.67,41.31,UNSTABLE,0,-0.21,-13.91,27.62,GUC_KESINTISI
-88.6,30.1,35.21,UNSTABLE,1,2.46,-13.84,29.62,GUC_KESINTISI
-88.91,6.28,78.19,NORMAL,1,5.49,-1.31,7.46,ISINMA
-94.02,20.33,38.78,NORMAL,2,0.03,-3.25,19.91,BAGLANTI
-100.38,40.93,38.28,NORMAL,1,-0.56,-13.03,36.82,BAGLANTI
-81.91,0.38,31.63,NORMAL,0,0.25,0.87,0.24,NORMAL
-76.06,0.55,41.18,NORMAL,1,0.24,-0.99,0.57,NORMAL
-90.76,1.45,95.53,NORMAL,3,3.44,-0.16,11.76,ISINMA
-78.7,2.62,90.19,NORMAL,2,3.94,0.02,3.15,ISINMA
-87.48,10.08,38.86,NORMAL,2,-0.69,-10.78,11.93,YAZILIM
-79.66,6.0,75.78,NORMAL,1,3.22,-0.74,9.21,ISINMA
-82.96,0,90.55,NORMAL,1,4.96,-3.54,6.28,ISINMA
-83.86,26.96,59.37,UNSTABLE,2,-1.38,-10.85,26.63,DONANIM
-99.94,18.92,37.23,NORMAL,1,-0.22,-16.89,17.75,BAGLANTI
-88.06,0.95,42.61,NORMAL,0,1.12,-0.66,1.06,NORMAL
-96.06,17.17,39.01,OUTAGE,0,-0.84,-11.81,36.0,GUC_KESINTISI
-104.02,28.47,41.54,NORMAL,1,0.3,-7.62,28.2,BAGLANTI
-76.49,6.31,87.5,NORMAL,2,3.56,-2.38,3.05,ISINMA
-84.53,23.28,78.55,NORMAL,0,4.4,-4.28,23.1,DONANIM
-89.37,44.1,40.09,NORMAL,1,0.64,-15.72,45.35,BAGLANTI
-76.89,44.57,41.04,UNSTABLE,0,0.4,-12.98,0.52,GUC_KESINTISI
-74.71,4.04,73.63,NORMAL,1,5.6,2.58,0.35,ISINMA
-72.69,0.93,36.84,NORMAL,0,0.31,-0.17,1.16,NORMAL
-108.35,30.09,34.12,NORMAL,0,-0.3,-11.35,29.65,BAGLANTI
-103.46,38.53,34.63,NORMAL,0,-0.4,-9.52,38.65,BAGLANTI
-64.86,5.79,70.71,NORMAL,2,5.86,-0.37,4.51,ISINMA
-76.13,6.62,84.23,NORMAL,1,5.26,0.31,4.2,ISINMA
-108.99,36.28,38.15,NORMAL,1,0.03,-8.96,35.33,BAGLANTI
-99.64,36.11,36.6,NORMAL,0,-0.0,-19.11,36.48,BAGLANTI
-99.25,48.3,26.99,NORMAL,1,-0.16,-10.45,46.01,BAGLANTI
-93.4,30.01,40.52,NORMAL,2,0.57,-8.69,28.87,BAGLANTI
-103.22,19.85,33.98,OUTAGE,0,-0.57,-17.72,44.91,GUC_KESINTISI
-93.21,42.31,27.91,NORMAL,1,0.2,-10.54,39.75,BAGLANTI
-105.84,59.7,32.76,NORMAL,1,-0.42,-14.13,58.99,BAGLANTI
-97.15,38.55,38.42,NORMAL,1,0.23,-12.03,39.55,BAGLANTI
-97.95,25.42,37.66,UNSTABLE,1,1.08,-5.62,10.67,GUC_KESINTISI
-87.98,17.0,87.42,UNSTABLE,3,-0.51,-8.12,27.11,DONANIM
-81.09,0.85,31.81,NORMAL,0,-0.28,-1.55,0.79,NORMAL
-82.66,8.9,79.08,NORMAL,0,2.12,-1.44,2.76,ISINMA
-61.54,8.99,36.27,NORMAL,3,4.21,-4.94,8.94,YAZILIM
-83.12,7.58,82.73,NORMAL,2,4.61,-0.35,6.86,ISINMA
-79.89,12.77,84.62,NORMAL,1,2.13,-5.61,0.94,ISINMA
-58.54,3.97,43.54,NORMAL,2,1.56,-4.23,3.84,YAZILIM
-96.64,29.61,34.1,OUTAGE,0,-1.2,-12.59,15.55,GUC_KESINTISI
